ensembl_id,id,notch1_target
ENSG00000066739,986,False
ENSG00000136238,7203,False
ENSG00000100647,2361,False
ENSG00000185825,15646,False
ENSG00000187239,15965,False
ENSG00000135338,7015,False
ENSG00000165714,11601,False
ENSG00000100697,2367,False
ENSG00000116525,4569,False
ENSG00000115568,4445,False
ENSG00000130021,6168,False
ENSG00000238227,20172,False
ENSG00000166012,11670,False
ENSG00000182010,14798,False
ENSG00000186376,15781,False
ENSG00000112706,4092,False
ENSG00000109794,3697,False
ENSG00000197746,16909,False
ENSG00000123136,5332,False
ENSG00000106617,3325,False
ENSG00000131381,6406,False
ENSG00000104823,2961,False
ENSG00000197111,16737,False
ENSG00000064933,905,False
ENSG00000145331,8640,False
ENSG00000143156,8286,False
ENSG00000100246,2230,False
ENSG00000162066,10617,False
ENSG00000165644,11578,False
ENSG00000147130,8880,False
ENSG00000162852,10785,False
ENSG00000196378,16520,False
ENSG00000108733,3570,False
ENSG00000107521,3409,False
ENSG00000166839,11872,False
ENSG00000178385,14249,False
ENSG00000100201,2211,False
ENSG00000175390,13744,False
ENSG00000178105,14207,False
ENSG00000102038,2610,False
ENSG00000160072,10359,False
ENSG00000180488,14574,False
ENSG00000204435,17644,False
ENSG00000169976,12623,False
ENSG00000047662,632,False
ENSG00000157388,10043,False
ENSG00000119699,4931,False
ENSG00000150455,9251,False
ENSG00000023228,426,False
ENSG00000008056,201,False
ENSG00000186297,15764,False
ENSG00000121454,5155,False
ENSG00000198339,17091,False
ENSG00000114503,4288,False
ENSG00000115593,4448,False
ENSG00000174943,13656,False
ENSG00000138738,7683,False
ENSG00000151929,9426,False
ENSG00000147853,8977,False
ENSG00000110756,3799,False
ENSG00000139405,7782,False
ENSG00000215883,18832,False
ENSG00000126803,5831,False
ENSG00000102271,2650,False
ENSG00000174607,13602,False
ENSG00000131165,6381,False
ENSG00000160352,10422,False
ENSG00000155066,9783,False
ENSG00000160199,10382,False
ENSG00000166313,11747,False
ENSG00000179295,14401,False
ENSG00000172986,13307,False
ENSG00000178386,14250,False
ENSG00000135362,7019,False
ENSG00000119661,4920,False
ENSG00000127948,5938,False
ENSG00000147465,8932,False
ENSG00000101473,2538,False
ENSG00000183281,15068,False
ENSG00000112893,4113,False
ENSG00000100650,2362,False
ENSG00000106536,3309,False
ENSG00000106305,3274,False
ENSG00000145020,8607,False
ENSG00000180957,14645,False
ENSG00000120675,5063,False
ENSG00000134375,6857,False
ENSG00000071127,1148,False
ENSG00000228696,19809,False
ENSG00000064687,896,False
ENSG00000155876,9860,False
ENSG00000156374,9924,False
ENSG00000020426,402,False
ENSG00000138107,7570,False
ENSG00000182901,14984,False
ENSG00000114854,4328,False
ENSG00000169981,12624,False
ENSG00000138829,7714,False
ENSG00000146109,8760,False
ENSG00000138795,7705,False
ENSG00000100842,2389,False
ENSG00000168036,12184,False
ENSG00000168569,12309,False
ENSG00000079150,1453,False
ENSG00000136270,7211,False
ENSG00000087460,1747,False
ENSG00000165084,11448,False
ENSG00000155324,9810,False
ENSG00000161677,10570,False
ENSG00000197601,16872,False
ENSG00000157954,10107,False
ENSG00000117153,4669,False
ENSG00000140157,7886,False
ENSG00000171017,12855,False
ENSG00000119705,4933,False
ENSG00000088930,1801,False
ENSG00000128159,5957,False
ENSG00000079482,1472,False
ENSG00000177380,14084,False
ENSG00000004766,57,False
ENSG00000130881,6331,False
ENSG00000113946,4234,False
ENSG00000170775,12791,False
ENSG00000197748,16911,False
ENSG00000213889,18606,False
ENSG00000167157,11957,False
ENSG00000213397,18549,False
ENSG00000204822,17759,False
ENSG00000136937,7341,False
ENSG00000117448,4702,False
ENSG00000182180,14833,False
ENSG00000145685,8683,False
ENSG00000109919,3710,False
ENSG00000143398,8349,False
ENSG00000115993,4504,False
ENSG00000044090,603,False
ENSG00000198746,17219,False
ENSG00000117155,4671,False
